brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Scion,Unknown Model,2024,"$118,705",0 km,Diesel,Automatic,4.4L,Silver,https://www.contactcars.com/en/new-cars/scion/unknown-model-2024,"Brand new 2024 Scion Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Parking Sensors, Automatic Emergency Braking, Lane Departure Warning, Anti-lock Braking System, Blind Spot Monitoring, Satellite Navigation, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Voice Recognition, Head-Up Display, Gesture Control, Ambient Lighting, Bluetooth Connectivity, Android Auto, Memory Seats, Heated Seats, Heated Steering Wheel, Ventilated Seats, Power Seats, Keyless Entry, Power Mirrors","Parking Sensors, Automatic Emergency Braking, Lane Departure Warning, Anti-lock Braking System, Blind Spot Monitoring","Satellite Navigation, Apple CarPlay, Panoramic Sunroof, Wireless Charging, Voice Recognition, Head-Up Display, Gesture Control, Ambient Lighting, Bluetooth Connectivity, Android Auto","Memory Seats, Heated Seats, Heated Steering Wheel, Ventilated Seats, Power Seats, Keyless Entry, Power Mirrors",ContactCars Scion Showroom,Coming Soon,2-4 weeks
Rolls-Royce,Unknown Model,2024,"$860,135",0 km,Hybrid,CVT,3.0L,Black,https://www.contactcars.com/en/new-cars/rolls-royce/unknown-model-2024,"Brand new 2024 Rolls-Royce Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Lane Departure Warning, Anti-lock Braking System, Traction Control, USB-C Ports, Premium Sound System, Voice Recognition, Android Auto, Ambient Lighting, Heated Seats, Remote Start, Memory Seats, Dual-Zone Climate","Lane Departure Warning, Anti-lock Braking System, Traction Control","USB-C Ports, Premium Sound System, Voice Recognition, Android Auto, Ambient Lighting","Heated Seats, Remote Start, Memory Seats, Dual-Zone Climate",ContactCars Rolls-Royce Showroom,Coming Soon,2-4 weeks
Smart,Unknown Model,2024,"$104,159",0 km,Hybrid,CVT,4.2L,Blue,https://www.contactcars.com/en/new-cars/smart/unknown-model-2024,"Brand new 2024 Smart Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Tire Pressure Monitoring, Adaptive Cruise Control, Lane Departure Warning, Bluetooth Connectivity, Wi-Fi Hotspot, Wireless Charging, Satellite Navigation, Apple CarPlay, Wireless Smartphone Integration, Digital Instrument Cluster, Panoramic Sunroof, Head-Up Display, Climate Control, Heated Seats, Push-Button Start","Tire Pressure Monitoring, Adaptive Cruise Control, Lane Departure Warning","Bluetooth Connectivity, Wi-Fi Hotspot, Wireless Charging, Satellite Navigation, Apple CarPlay, Wireless Smartphone Integration, Digital Instrument Cluster, Panoramic Sunroof, Head-Up Display","Climate Control, Heated Seats, Push-Button Start",ContactCars Smart Showroom,In Stock,4-8 weeks
Saturn,Unknown Model,2024,"$35,600",0 km,Plug-in Hybrid,Automatic,6.9L,Silver,https://www.contactcars.com/en/new-cars/saturn/unknown-model-2024,"Brand new 2024 Saturn Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Lane Departure Warning, Parking Sensors, Forward Collision Warning, Voice Recognition, Apple CarPlay, Premium Sound System, Wi-Fi Hotspot, Android Auto, Digital Instrument Cluster, Bluetooth Connectivity, Wireless Charging, Satellite Navigation, Keyless Entry, Heated Seats, Ventilated Seats, Heated Steering Wheel, Push-Button Start, Power Mirrors, Memory Seats","Lane Departure Warning, Parking Sensors, Forward Collision Warning","Voice Recognition, Apple CarPlay, Premium Sound System, Wi-Fi Hotspot, Android Auto, Digital Instrument Cluster, Bluetooth Connectivity, Wireless Charging, Satellite Navigation","Keyless Entry, Heated Seats, Ventilated Seats, Heated Steering Wheel, Push-Button Start, Power Mirrors, Memory Seats",ContactCars Saturn Showroom,Coming Soon,2-4 weeks
Opel,Unknown Model,2024,"$107,699",0 km,Plug-in Hybrid,Dual-Clutch,3.7L,Black,https://www.contactcars.com/en/new-cars/opel/unknown-model-2024,"Brand new 2024 Opel Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Electronic Stability Control, Blind Spot Monitoring, 360-Degree Camera, Anti-lock Braking System, Rear Cross Traffic Alert, Forward Collision Warning, Traction Control, Adaptive Cruise Control, Wi-Fi Hotspot, Wireless Smartphone Integration, Wireless Charging, Ambient Lighting, Panoramic Sunroof, Push-Button Start, Ventilated Seats, Remote Start, Heated Steering Wheel, Auto-Dimming Mirrors, Power Windows, Heated Seats, Memory Seats","Electronic Stability Control, Blind Spot Monitoring, 360-Degree Camera, Anti-lock Braking System, Rear Cross Traffic Alert, Forward Collision Warning, Traction Control, Adaptive Cruise Control","Wi-Fi Hotspot, Wireless Smartphone Integration, Wireless Charging, Ambient Lighting, Panoramic Sunroof","Push-Button Start, Ventilated Seats, Remote Start, Heated Steering Wheel, Auto-Dimming Mirrors, Power Windows, Heated Seats, Memory Seats",ContactCars Opel Showroom,Available for Order,1-2 weeks
Seat,Unknown Model,2024,"$112,995",0 km,Gasoline,Dual-Clutch,5.7L,Yellow,https://www.contactcars.com/en/new-cars/seat/unknown-model-2024,"Brand new 2024 Seat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Lane Departure Warning, Rear Cross Traffic Alert, Parking Sensors, Traction Control, USB-C Ports, Digital Instrument Cluster, Head-Up Display, Voice Recognition, Power Windows, Remote Start, Ventilated Seats, Keyless Entry, Power Mirrors, Climate Control, Power Seats, Heated Seats","Lane Departure Warning, Rear Cross Traffic Alert, Parking Sensors, Traction Control","USB-C Ports, Digital Instrument Cluster, Head-Up Display, Voice Recognition","Power Windows, Remote Start, Ventilated Seats, Keyless Entry, Power Mirrors, Climate Control, Power Seats, Heated Seats",ContactCars Seat Showroom,Available for Order,4-8 weeks
Seat,Unknown Model,2024,"$32,586",0 km,Hybrid,Manual,5.6L,Silver,https://www.contactcars.com/en/new-cars/seat/unknown-model-2024,"Brand new 2024 Seat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Forward Collision Warning, 360-Degree Camera, Blind Spot Monitoring, Lane Departure Warning, Automatic Emergency Braking, Traction Control, Electronic Stability Control, Gesture Control, Digital Instrument Cluster, Wireless Charging, Android Auto, Panoramic Sunroof, Premium Sound System, Voice Recognition, Wireless Smartphone Integration, Ventilated Seats, Heated Seats, Remote Start, Memory Seats, Rain-Sensing Wipers, Power Mirrors, Power Seats","Forward Collision Warning, 360-Degree Camera, Blind Spot Monitoring, Lane Departure Warning, Automatic Emergency Braking, Traction Control, Electronic Stability Control","Gesture Control, Digital Instrument Cluster, Wireless Charging, Android Auto, Panoramic Sunroof, Premium Sound System, Voice Recognition, Wireless Smartphone Integration","Ventilated Seats, Heated Seats, Remote Start, Memory Seats, Rain-Sensing Wipers, Power Mirrors, Power Seats",ContactCars Seat Showroom,In Stock,4-8 weeks
Mercedes-Benz,GLE,2024,"$40,917",0 km,Plug-in Hybrid,Automatic,6.5L,Gray,https://www.contactcars.com/en/new-cars/mercedes-benz/gle-2024,"Brand new 2024 Mercedes-Benz GLE. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Adaptive Cruise Control, Anti-lock Braking System, Blind Spot Monitoring, Parking Sensors, Rear Cross Traffic Alert, Bluetooth Connectivity, Wireless Charging, Apple CarPlay, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Voice Recognition, Android Auto, Digital Instrument Cluster, Push-Button Start, Power Mirrors, Power Windows, Auto-Dimming Mirrors, Keyless Entry, Rain-Sensing Wipers, Heated Seats","Adaptive Cruise Control, Anti-lock Braking System, Blind Spot Monitoring, Parking Sensors, Rear Cross Traffic Alert","Bluetooth Connectivity, Wireless Charging, Apple CarPlay, Head-Up Display, USB-C Ports, Wireless Smartphone Integration, Voice Recognition, Android Auto, Digital Instrument Cluster","Push-Button Start, Power Mirrors, Power Windows, Auto-Dimming Mirrors, Keyless Entry, Rain-Sensing Wipers, Heated Seats",ContactCars Mercedes-Benz Showroom,Available for Order,1-2 weeks
Ram,Unknown Model,2024,"$70,933",0 km,Diesel,Dual-Clutch,2.9L,Orange,https://www.contactcars.com/en/new-cars/ram/unknown-model-2024,"Brand new 2024 Ram Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Traction Control, Lane Departure Warning, Parking Sensors, Electronic Stability Control, Tire Pressure Monitoring, USB-C Ports, Head-Up Display, Digital Instrument Cluster, Bluetooth Connectivity, Satellite Navigation, Ambient Lighting, Voice Recognition, Panoramic Sunroof, Android Auto, Remote Start, Auto-Dimming Mirrors, Rain-Sensing Wipers, Ventilated Seats, Heated Steering Wheel, Push-Button Start, Keyless Entry, Memory Seats","Traction Control, Lane Departure Warning, Parking Sensors, Electronic Stability Control, Tire Pressure Monitoring","USB-C Ports, Head-Up Display, Digital Instrument Cluster, Bluetooth Connectivity, Satellite Navigation, Ambient Lighting, Voice Recognition, Panoramic Sunroof, Android Auto","Remote Start, Auto-Dimming Mirrors, Rain-Sensing Wipers, Ventilated Seats, Heated Steering Wheel, Push-Button Start, Keyless Entry, Memory Seats",ContactCars Ram Showroom,Available for Order,Immediate
Fiat,Unknown Model,2024,"$52,906",0 km,Plug-in Hybrid,Manual,4.4L,Black,https://www.contactcars.com/en/new-cars/fiat/unknown-model-2024,"Brand new 2024 Fiat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Tire Pressure Monitoring, Anti-lock Braking System, Parking Sensors, Traction Control, Forward Collision Warning, Adaptive Cruise Control, Android Auto, Gesture Control, Panoramic Sunroof, Wireless Charging, USB-C Ports, Voice Recognition, Wireless Smartphone Integration, Climate Control, Power Seats, Push-Button Start, Power Mirrors, Dual-Zone Climate","Tire Pressure Monitoring, Anti-lock Braking System, Parking Sensors, Traction Control, Forward Collision Warning, Adaptive Cruise Control","Android Auto, Gesture Control, Panoramic Sunroof, Wireless Charging, USB-C Ports, Voice Recognition, Wireless Smartphone Integration","Climate Control, Power Seats, Push-Button Start, Power Mirrors, Dual-Zone Climate",ContactCars Fiat Showroom,In Stock,1-2 weeks
Chrysler,Unknown Model,2024,"$83,681",0 km,Hybrid,Automatic,3.0L,White,https://www.contactcars.com/en/new-cars/chrysler/unknown-model-2024,"Brand new 2024 Chrysler Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Electronic Stability Control, Adaptive Cruise Control, Automatic Emergency Braking, Tire Pressure Monitoring, Blind Spot Monitoring, Voice Recognition, Wireless Smartphone Integration, Premium Sound System, Bluetooth Connectivity, Head-Up Display, Dual-Zone Climate, Heated Seats, Power Windows, Rain-Sensing Wipers","Electronic Stability Control, Adaptive Cruise Control, Automatic Emergency Braking, Tire Pressure Monitoring, Blind Spot Monitoring","Voice Recognition, Wireless Smartphone Integration, Premium Sound System, Bluetooth Connectivity, Head-Up Display","Dual-Zone Climate, Heated Seats, Power Windows, Rain-Sensing Wipers",ContactCars Chrysler Showroom,Coming Soon,Immediate
Audi,S3,2024,"$55,585",0 km,Plug-in Hybrid,Semi-Automatic,1.3L,Blue,https://www.contactcars.com/en/new-cars/audi/s3-2024,"Brand new 2024 Audi S3. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Lane Departure Warning, Forward Collision Warning, Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, 360-Degree Camera, Tire Pressure Monitoring, USB-C Ports, Bluetooth Connectivity, Android Auto, Wi-Fi Hotspot, Memory Seats, Power Windows, Auto-Dimming Mirrors, Power Seats, Dual-Zone Climate, Power Mirrors","Lane Departure Warning, Forward Collision Warning, Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, 360-Degree Camera, Tire Pressure Monitoring","USB-C Ports, Bluetooth Connectivity, Android Auto, Wi-Fi Hotspot","Memory Seats, Power Windows, Auto-Dimming Mirrors, Power Seats, Dual-Zone Climate, Power Mirrors",ContactCars Audi Showroom,In Stock,1-2 weeks
Hyundai,Kona,2024,"$56,167",0 km,Hydrogen,Automatic,1.8L,Black,https://www.contactcars.com/en/new-cars/hyundai/kona-2024,"Brand new 2024 Hyundai Kona. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","360-Degree Camera, Blind Spot Monitoring, Forward Collision Warning, Parking Sensors, Lane Departure Warning, Electronic Stability Control, Bluetooth Connectivity, Satellite Navigation, Head-Up Display, Wi-Fi Hotspot, Android Auto, Voice Recognition, Power Windows, Memory Seats, Rain-Sensing Wipers, Heated Seats, Power Seats, Push-Button Start, Dual-Zone Climate, Power Mirrors","360-Degree Camera, Blind Spot Monitoring, Forward Collision Warning, Parking Sensors, Lane Departure Warning, Electronic Stability Control","Bluetooth Connectivity, Satellite Navigation, Head-Up Display, Wi-Fi Hotspot, Android Auto, Voice Recognition","Power Windows, Memory Seats, Rain-Sensing Wipers, Heated Seats, Power Seats, Push-Button Start, Dual-Zone Climate, Power Mirrors",ContactCars Hyundai Showroom,Available for Order,2-4 weeks
Mercedes-Benz,GLA,2024,"$138,257",0 km,Diesel,Automatic,4.1L,Black,https://www.contactcars.com/en/new-cars/mercedes-benz/gla-2024,"Brand new 2024 Mercedes-Benz GLA. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","360-Degree Camera, Parking Sensors, Blind Spot Monitoring, Forward Collision Warning, Lane Departure Warning, Rear Cross Traffic Alert, Anti-lock Braking System, Wireless Smartphone Integration, Gesture Control, Head-Up Display, Panoramic Sunroof, Android Auto, Satellite Navigation, Voice Recognition, Wi-Fi Hotspot, Bluetooth Connectivity, Wireless Charging, Push-Button Start, Remote Start, Power Seats, Keyless Entry, Auto-Dimming Mirrors, Heated Seats","360-Degree Camera, Parking Sensors, Blind Spot Monitoring, Forward Collision Warning, Lane Departure Warning, Rear Cross Traffic Alert, Anti-lock Braking System","Wireless Smartphone Integration, Gesture Control, Head-Up Display, Panoramic Sunroof, Android Auto, Satellite Navigation, Voice Recognition, Wi-Fi Hotspot, Bluetooth Connectivity, Wireless Charging","Push-Button Start, Remote Start, Power Seats, Keyless Entry, Auto-Dimming Mirrors, Heated Seats",ContactCars Mercedes-Benz Showroom,Available for Order,1-2 weeks
Chevrolet,Tahoe,2024,"$44,860",0 km,Electric,CVT,86 kWh Battery,Silver,https://www.contactcars.com/en/new-cars/chevrolet/tahoe-2024,"Brand new 2024 Chevrolet Tahoe. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Parking Sensors, 360-Degree Camera, Anti-lock Braking System, Lane Departure Warning, Blind Spot Monitoring, Forward Collision Warning, Rear Cross Traffic Alert, Gesture Control, Head-Up Display, Digital Instrument Cluster, Apple CarPlay, Wireless Smartphone Integration, Satellite Navigation, Android Auto, Wireless Charging, Heated Steering Wheel, Rain-Sensing Wipers, Power Seats, Dual-Zone Climate, Power Mirrors, Memory Seats, Push-Button Start","Parking Sensors, 360-Degree Camera, Anti-lock Braking System, Lane Departure Warning, Blind Spot Monitoring, Forward Collision Warning, Rear Cross Traffic Alert","Gesture Control, Head-Up Display, Digital Instrument Cluster, Apple CarPlay, Wireless Smartphone Integration, Satellite Navigation, Android Auto, Wireless Charging","Heated Steering Wheel, Rain-Sensing Wipers, Power Seats, Dual-Zone Climate, Power Mirrors, Memory Seats, Push-Button Start",ContactCars Chevrolet Showroom,Available for Order,1-2 weeks
Seat,Unknown Model,2024,"$55,353",0 km,Hydrogen,Dual-Clutch,1.7L,Green,https://www.contactcars.com/en/new-cars/seat/unknown-model-2024,"Brand new 2024 Seat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Electronic Stability Control, Anti-lock Braking System, Rear Cross Traffic Alert, Lane Departure Warning, Adaptive Cruise Control, Parking Sensors, Bluetooth Connectivity, Ambient Lighting, Apple CarPlay, USB-C Ports, Wireless Smartphone Integration, Head-Up Display, Digital Instrument Cluster, Climate Control, Power Mirrors, Remote Start, Push-Button Start, Dual-Zone Climate, Memory Seats, Power Windows","Electronic Stability Control, Anti-lock Braking System, Rear Cross Traffic Alert, Lane Departure Warning, Adaptive Cruise Control, Parking Sensors","Bluetooth Connectivity, Ambient Lighting, Apple CarPlay, USB-C Ports, Wireless Smartphone Integration, Head-Up Display, Digital Instrument Cluster","Climate Control, Power Mirrors, Remote Start, Push-Button Start, Dual-Zone Climate, Memory Seats, Power Windows",ContactCars Seat Showroom,Coming Soon,Immediate
