brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description
Lexus,Unknown Model,2016,"$14,379","89,321 km",Gasoline,Manual,6.1L,Silver,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2016,Excellent condition 2016 Lexus Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2018,"$12,367","127,361 km",Plug-in Hybrid,Automatic,1.7L,Yellow,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2018,Excellent condition 2018 Skoda Unknown Model. Well maintained with full service history.
Cadillac,Unknown Model,2014,$0,"19,857 km",Electric,Semi-Automatic,1.2L,Red,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2014,Excellent condition 2014 Cadillac Unknown Model. Well maintained with full service history.
Alfa Romeo,4C,2024,"$41,448","127,200 km",Hybrid,Semi-Automatic,1.5L,Silver,https://www.contactcars.com/en/used-cars/alfa-romeo/4c-2024,Excellent condition 2024 Alfa Romeo 4C. Well maintained with full service history.
Mercedes-Benz,GLE,2017,"$24,607","24,899 km",Hybrid,Manual,2.9L,Green,https://www.contactcars.com/en/used-cars/mercedes-benz/gle-2017,Excellent condition 2017 Mercedes-Benz GLE. Well maintained with full service history.
Ford,F-150,2017,"$21,680","101,805 km",Plug-in Hybrid,CVT,3.5L,Red,https://www.contactcars.com/en/used-cars/ford/f-150-2017,Excellent condition 2017 Ford F-150. Well maintained with full service history.
Cadillac,Unknown Model,2016,"$3,160","68,939 km",Diesel,CVT,1.0L,Silver,https://www.contactcars.com/en/used-cars/cadillac/unknown-model-2016,Excellent condition 2016 Cadillac Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2023,"$17,936","136,287 km",Electric,Semi-Automatic,1.3L,Red,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2023,Excellent condition 2023 Pontiac Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2020,"$47,401","98,217 km",Diesel,Automatic,5.0L,Yellow,https://www.contactcars.com/en/used-cars/acura/unknown-model-2020,Excellent condition 2020 Acura Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2021,"$19,471","41,782 km",Electric,Automatic,2.2L,Silver,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2021,Excellent condition 2021 Chrysler Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2024,"$52,278","147,405 km",Plug-in Hybrid,Manual,1.1L,Green,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2024,Excellent condition 2024 Fiat Unknown Model. Well maintained with full service history.
Saab,Unknown Model,2017,"$20,193","95,255 km",Electric,CVT,5.8L,Black,https://www.contactcars.com/en/used-cars/saab/unknown-model-2017,Excellent condition 2017 Saab Unknown Model. Well maintained with full service history.
BMW,X1,2010,"$-47,627","142,112 km",Hybrid,CVT,4.7L,Red,https://www.contactcars.com/en/used-cars/bmw/x1-2010,Excellent condition 2010 BMW X1. Well maintained with full service history.
Toyota,Yaris,2016,"$4,372","63,400 km",Hybrid,Automatic,2.1L,Black,https://www.contactcars.com/en/used-cars/toyota/yaris-2016,Excellent condition 2016 Toyota Yaris. Well maintained with full service history.
Kia,Unknown Model,2015,"$6,840","2,174 km",Diesel,Manual,6.3L,Blue,https://www.contactcars.com/en/used-cars/kia/unknown-model-2015,Excellent condition 2015 Kia Unknown Model. Well maintained with full service history.
Volkswagen,Tiguan,2022,"$58,564","55,999 km",Gasoline,CVT,2.5L,Yellow,https://www.contactcars.com/en/used-cars/volkswagen/tiguan-2022,Excellent condition 2022 Volkswagen Tiguan. Well maintained with full service history.
Mitsubishi,Unknown Model,2018,"$16,460","56,169 km",Electric,CVT,1.5L,Green,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2018,Excellent condition 2018 Mitsubishi Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2023,"$44,124","84,145 km",Hybrid,CVT,1.2L,Silver,https://www.contactcars.com/en/used-cars/opel/unknown-model-2023,Excellent condition 2023 Opel Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2016,"$13,927","122,414 km",Hybrid,Semi-Automatic,2.6L,Yellow,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2016,Excellent condition 2016 Nissan Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2024,"$60,576","48,318 km",Plug-in Hybrid,Manual,5.8L,Green,https://www.contactcars.com/en/used-cars/scion/unknown-model-2024,Excellent condition 2024 Scion Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2020,"$17,362","119,993 km",Gasoline,CVT,6.8L,Green,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2020,Excellent condition 2020 Subaru Unknown Model. Well maintained with full service history.
Buick,Unknown Model,2021,"$49,621","133,789 km",Electric,Manual,4.1L,White,https://www.contactcars.com/en/used-cars/buick/unknown-model-2021,Excellent condition 2021 Buick Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2013,"$-3,559","44,380 km",Gasoline,Manual,3.4L,Gray,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2013,Excellent condition 2013 Nissan Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2011,"$-5,568","125,938 km",Hybrid,Manual,5.7L,Black,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2011,Excellent condition 2011 Hyundai Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2021,"$33,366","41,374 km",Electric,Manual,2.4L,Red,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2021,Excellent condition 2021 Porsche Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2015,"$2,531","72,593 km",Gasoline,Semi-Automatic,1.9L,Orange,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2015,Excellent condition 2015 Land Rover Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2016,"$11,686","19,261 km",Plug-in Hybrid,Semi-Automatic,1.4L,Red,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2016,Excellent condition 2016 Chrysler Unknown Model. Well maintained with full service history.
Dodge,Unknown Model,2014,$0,"25,411 km",Electric,Manual,4.5L,Silver,https://www.contactcars.com/en/used-cars/dodge/unknown-model-2014,Excellent condition 2014 Dodge Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2017,"$23,209","87,623 km",Diesel,CVT,3.6L,Silver,https://www.contactcars.com/en/used-cars/kia/unknown-model-2017,Excellent condition 2017 Kia Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2011,"$-19,481","149,458 km",Plug-in Hybrid,Semi-Automatic,2.1L,Green,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2011,Excellent condition 2011 Saturn Unknown Model. Well maintained with full service history.
Volvo,Unknown Model,2021,"$54,489","60,705 km",Plug-in Hybrid,Manual,6.7L,Orange,https://www.contactcars.com/en/used-cars/volvo/unknown-model-2021,Excellent condition 2021 Volvo Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2018,"$19,803","79,332 km",Plug-in Hybrid,Automatic,2.3L,White,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2018,Excellent condition 2018 Suzuki Unknown Model. Well maintained with full service history.
Audi,S4,2019,"$17,861","56,070 km",Diesel,Semi-Automatic,2.7L,Green,https://www.contactcars.com/en/used-cars/audi/s4-2019,Excellent condition 2019 Audi S4. Well maintained with full service history.
Land Rover,Unknown Model,2022,"$12,221","54,334 km",Gasoline,Automatic,2.0L,Blue,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2022,Excellent condition 2022 Land Rover Unknown Model. Well maintained with full service history.
BMW,2 Series,2021,"$72,984","20,704 km",Plug-in Hybrid,Manual,5.3L,Blue,https://www.contactcars.com/en/used-cars/bmw/2-series-2021,Excellent condition 2021 BMW 2 Series. Well maintained with full service history.
Bentley,Unknown Model,2023,"$361,903","71,125 km",Electric,Automatic,3.7L,White,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2023,Excellent condition 2023 Bentley Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2023,"$66,720","113,710 km",Diesel,Semi-Automatic,6.5L,Orange,https://www.contactcars.com/en/used-cars/opel/unknown-model-2023,Excellent condition 2023 Opel Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2018,"$19,526","29,465 km",Diesel,CVT,6.2L,Gray,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2018,Excellent condition 2018 Chrysler Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2011,"$-22,606","118,332 km",Hybrid,Automatic,3.9L,Silver,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2011,Excellent condition 2011 Land Rover Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2012,"$-9,597","148,525 km",Diesel,CVT,6.6L,Yellow,https://www.contactcars.com/en/used-cars/seat/unknown-model-2012,Excellent condition 2012 Seat Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2016,"$12,353","106,212 km",Gasoline,CVT,4.3L,Green,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2016,Excellent condition 2016 Lexus Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2015,"$24,640","30,807 km",Hybrid,Automatic,3.6L,Red,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2015,Excellent condition 2015 Bentley Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2021,"$26,290","46,892 km",Gasoline,Manual,2.5L,Blue,https://www.contactcars.com/en/used-cars/renault/unknown-model-2021,Excellent condition 2021 Renault Unknown Model. Well maintained with full service history.
Hummer,Unknown Model,2010,"$-17,014","105,618 km",Hybrid,CVT,5.6L,Red,https://www.contactcars.com/en/used-cars/hummer/unknown-model-2010,Excellent condition 2010 Hummer Unknown Model. Well maintained with full service history.
Hummer,Unknown Model,2018,"$24,380","55,783 km",Diesel,Semi-Automatic,2.9L,Silver,https://www.contactcars.com/en/used-cars/hummer/unknown-model-2018,Excellent condition 2018 Hummer Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2021,"$12,299","36,942 km",Diesel,Semi-Automatic,4.6L,Orange,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2021,Excellent condition 2021 Suzuki Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2015,"$7,893","70,781 km",Gasoline,Manual,6.9L,Silver,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2015,Excellent condition 2015 Pontiac Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2013,"$-4,826","2,813 km",Hybrid,CVT,3.0L,Black,https://www.contactcars.com/en/used-cars/renault/unknown-model-2013,Excellent condition 2013 Renault Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2024,"$57,236","34,452 km",Electric,Semi-Automatic,5.4L,Green,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2024,Excellent condition 2024 Citroen Unknown Model. Well maintained with full service history.
Mitsubishi,Unknown Model,2012,"$-3,963","79,824 km",Hybrid,CVT,4.2L,White,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2012,Excellent condition 2012 Mitsubishi Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2020,"$299,904","7,656 km",Electric,Manual,6.1L,Red,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2020,Excellent condition 2020 Bentley Unknown Model. Well maintained with full service history.
Chevrolet,Malibu,2019,"$22,243","142,204 km",Diesel,Automatic,4.0L,Red,https://www.contactcars.com/en/used-cars/chevrolet/malibu-2019,Excellent condition 2019 Chevrolet Malibu. Well maintained with full service history.
Lotus,Unknown Model,2014,$0,"51,012 km",Plug-in Hybrid,Automatic,1.3L,Gray,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2014,Excellent condition 2014 Lotus Unknown Model. Well maintained with full service history.
Porsche,Unknown Model,2010,"$-19,600","143,557 km",Electric,Semi-Automatic,6.4L,Yellow,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2010,Excellent condition 2010 Porsche Unknown Model. Well maintained with full service history.
Mitsubishi,Unknown Model,2017,"$13,950","131,361 km",Hybrid,Automatic,3.8L,Yellow,https://www.contactcars.com/en/used-cars/mitsubishi/unknown-model-2017,Excellent condition 2017 Mitsubishi Unknown Model. Well maintained with full service history.
Mini,Unknown Model,2022,"$20,880","64,518 km",Plug-in Hybrid,CVT,6.2L,Silver,https://www.contactcars.com/en/used-cars/mini/unknown-model-2022,Excellent condition 2022 Mini Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2024,"$19,609","140,972 km",Gasoline,Automatic,2.2L,Green,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2024,Excellent condition 2024 Maybach Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2023,"$53,370","43,091 km",Gasoline,Automatic,3.3L,Green,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2023,Excellent condition 2023 Lotus Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2014,$0,"51,325 km",Hybrid,Semi-Automatic,4.8L,Silver,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2014,Excellent condition 2014 Hyundai Unknown Model. Well maintained with full service history.
McLaren,Unknown Model,2023,"$17,197","120,052 km",Gasoline,CVT,2.3L,Gray,https://www.contactcars.com/en/used-cars/mclaren/unknown-model-2023,Excellent condition 2023 McLaren Unknown Model. Well maintained with full service history.
Maserati,Unknown Model,2015,"$6,225","90,587 km",Electric,Manual,5.9L,Silver,https://www.contactcars.com/en/used-cars/maserati/unknown-model-2015,Excellent condition 2015 Maserati Unknown Model. Well maintained with full service history.
Honda,HR-V,2021,"$14,270","19,156 km",Gasoline,Manual,5.3L,Blue,https://www.contactcars.com/en/used-cars/honda/hr-v-2021,Excellent condition 2021 Honda HR-V. Well maintained with full service history.
Land Rover,Unknown Model,2013,"$-5,483","112,529 km",Hybrid,Semi-Automatic,3.8L,Orange,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2013,Excellent condition 2013 Land Rover Unknown Model. Well maintained with full service history.
Peugeot,Unknown Model,2011,"$-10,689","27,491 km",Hybrid,CVT,3.5L,Black,https://www.contactcars.com/en/used-cars/peugeot/unknown-model-2011,Excellent condition 2011 Peugeot Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2013,"$-6,937","138,802 km",Hybrid,Manual,4.1L,Gray,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2013,Excellent condition 2013 Jaguar Unknown Model. Well maintained with full service history.
Ford,Mustang,2012,"$-5,703","17,711 km",Gasoline,Semi-Automatic,2.2L,White,https://www.contactcars.com/en/used-cars/ford/mustang-2012,Excellent condition 2012 Ford Mustang. Well maintained with full service history.
Audi,A4,2020,"$49,306","10,677 km",Plug-in Hybrid,Manual,2.6L,Green,https://www.contactcars.com/en/used-cars/audi/a4-2020,Excellent condition 2020 Audi A4. Well maintained with full service history.
Jaguar,Unknown Model,2020,"$16,522","136,709 km",Plug-in Hybrid,Manual,5.2L,Red,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2020,Excellent condition 2020 Jaguar Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2018,"$17,182","34,342 km",Gasoline,Automatic,4.8L,Red,https://www.contactcars.com/en/used-cars/scion/unknown-model-2018,Excellent condition 2018 Scion Unknown Model. Well maintained with full service history.
Buick,Unknown Model,2021,"$28,068","117,793 km",Gasoline,CVT,1.0L,Black,https://www.contactcars.com/en/used-cars/buick/unknown-model-2021,Excellent condition 2021 Buick Unknown Model. Well maintained with full service history.
